BlockNumber,StreetName,Street_Address,helper,State,City
200.0,18TH ST NE,200 18TH ST NE,keep,Virginia,Charlottesville
,BYPASS @ EMMET ST,BYPASS @ EMMET ST,drop,Virginia,Charlottesville
1100.0,LITTLE HIGH STREET ST,1100 LITTLE HIGH STREET ST,keep,Virginia,Charlottesville
1400.0,"E MARKET ST, A","1400 E MARKET ST, A",keep,Virginia,Charlottesville
,WEST ST / 9TH ST NW,WEST ST / 9TH ST NW,drop,Virginia,Charlottesville
700.0,"AVON ST, A","700 AVON ST, A",keep,Virginia,Charlottesville
1900.0,"SWANSON DR, 3","1900 SWANSON DR, 3",keep,Virginia,Charlottesville
1000.0,"CHERRY AVE, BLD A","1000 CHERRY AVE, BLD A",keep,Virginia,Charlottesville
1800.0,JEFFERSON PARK AVE ST,1800 JEFFERSON PARK AVE ST,keep,Virginia,Charlottesville
,VIRGINIA AVE,VIRGINIA AVE,drop,Virginia,Charlottesville
1100.0,"JOHN ST, H","1100 JOHN ST, H",keep,Virginia,Charlottesville
,"6TH ST SE, 713c","6TH ST SE, 713c",drop,Virginia,Charlottesville
600.0,LOCUST,600 LOCUST,keep,Virginia,Charlottesville
2200.0,"NORTH BERKSHIRE RD, 10","2200 NORTH BERKSHIRE RD, 10",keep,Virginia,Charlottesville
200.0,"RIDGE ST, 9","200 RIDGE ST, 9",keep,Virginia,Charlottesville
1100.0,"MILLMONT ST, 126","1100 MILLMONT ST, 126",keep,Virginia,Charlottesville
400.0,"MONTICELLO RD, Suite D","400 MONTICELLO RD, Suite D",keep,Virginia,Charlottesville
1100.0,"MONTICELLO RD, C","1100 MONTICELLO RD, C",keep,Virginia,Charlottesville
,"SHAMROCK RD, 9","SHAMROCK RD, 9",drop,Virginia,Charlottesville
1500.0,AVON ST,1500 AVON ST,keep,Virginia,Charlottesville
1800.0,"JEFFERSON PARK AVE, 2","1800 JEFFERSON PARK AVE, 2",keep,Virginia,Charlottesville
,MAPLE STREET/PARK STREET ST,MAPLE STREET/PARK STREET ST,drop,Virginia,Charlottesville
1400.0,GREENLEAF LN,1400 GREENLEAF LN,keep,Virginia,Charlottesville
100.0,"10TH ST NE, Suite 101","100 10TH ST NE, Suite 101",keep,Virginia,Charlottesville
300.0,"15TH ST NW, Apt 3A","300 15TH ST NW, Apt 3A",keep,Virginia,Charlottesville
1000.0,STONEHENGE AVENUE EXT AVE,1000 STONEHENGE AVENUE EXT AVE,keep,Virginia,Charlottesville
,HYDRAULIC RD / BRANDYWINE DR,HYDRAULIC RD / BRANDYWINE DR,drop,Virginia,Charlottesville
300.0,CAROLINE AVE,300 CAROLINE AVE,keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 113","2100 MICHIE DR, 113",keep,Virginia,Charlottesville
2400.0,"SUNSET RD, B","2400 SUNSET RD, B",keep,Virginia,Charlottesville
1400.0,MERIDIAN ST,1400 MERIDIAN ST,keep,Virginia,Charlottesville
700.0,"MADISON AVE, Apt B","700 MADISON AVE, Apt B",keep,Virginia,Charlottesville
2000.0,"JEFFERSON PARK AVE, 6","2000 JEFFERSON PARK AVE, 6",keep,Virginia,Charlottesville
1500.0,"CARLTON AVE, 19","1500 CARLTON AVE, 19",keep,Virginia,Charlottesville
,JOHN ST,JOHN ST,drop,Virginia,Charlottesville
1500.0,"GREEN ST, B","1500 GREEN ST, B",keep,Virginia,Charlottesville
2000.0,"W MICHIE DRIVE W, B","2000 W MICHIE DRIVE W, B",keep,Virginia,Charlottesville
100.0,"STADIUM RD, 6","100 STADIUM RD, 6",keep,Virginia,Charlottesville
2300.0,"CRESTMONT AVE, B","2300 CRESTMONT AVE, B",keep,Virginia,Charlottesville
,15TH /14TH ST NW,15TH /14TH ST NW,drop,Virginia,Charlottesville
1600.0,AVON EXT ST,1600 AVON EXT ST,keep,Virginia,Charlottesville
2000.0,"MORTON DR, 329","2000 MORTON DR, 329",keep,Virginia,Charlottesville
1700.0,"HYDRAULIC RD, A","1700 HYDRAULIC RD, A",keep,Virginia,Charlottesville
1600.0,"E MARKET ST, B","1600 E MARKET ST, B",keep,Virginia,Charlottesville
200.0,EMMET ST N,200 EMMET ST N,keep,Virginia,Charlottesville
,AVON ST / MONTROSE AVE,AVON ST / MONTROSE AVE,drop,Virginia,Charlottesville
6400.0,WOODBOURNE LN,6400 WOODBOURNE LN,keep,Virginia,Charlottesville
1600.0,"EMMET ST N, 408","1600 EMMET ST N, 408",keep,Virginia,Charlottesville
200.0,"ZAN RD, CHARLOTTESVILLE, V","200 ZAN RD, CHARLOTTESVILLE, V",keep,Virginia,Charlottesville
,NE 4TH ST @ E WATER,NE 4TH ST @ E WATER,drop,Virginia,Charlottesville
900.0,"PRESTON AVE, suite 400","900 PRESTON AVE, suite 400",keep,Virginia,Charlottesville
,"PROSPECT AVE, F","PROSPECT AVE, F",drop,Virginia,Charlottesville
800.0,"W MAIN ST, 430","800 W MAIN ST, 430",keep,Virginia,Charlottesville
,NW 15TH ST,NW 15TH ST,drop,Virginia,Charlottesville
1900.0,"SWANSON DR, C","1900 SWANSON DR, C",keep,Virginia,Charlottesville
100.0,"E SOUTH ST, 5","100 E SOUTH ST, 5",keep,Virginia,Charlottesville
200.0,"14TH ST NW, APT 402","200 14TH ST NW, APT 402",keep,Virginia,Charlottesville
1700.0,"JEFFERSON PARK AVE, 5","1700 JEFFERSON PARK AVE, 5",keep,Virginia,Charlottesville
100.0,STREET / WERTLAND,100 STREET / WERTLAND,keep,Virginia,Charlottesville
100.0,5TH ST SW,100 5TH ST SW,keep,Virginia,Charlottesville
,CYNTHIANNA AVE / FOREST ST,CYNTHIANNA AVE / FOREST ST,drop,Virginia,Charlottesville
,LONG ST,LONG ST,drop,Virginia,Charlottesville
2000.0,"IVY RD, B-01","2000 IVY RD, B-01",keep,Virginia,Charlottesville
1000.0,"LINDEN AVE, 410","1000 LINDEN AVE, 410",keep,Virginia,Charlottesville
1500.0,"VIRGINIA AVE, 102","1500 VIRGINIA AVE, 102",keep,Virginia,Charlottesville
1900.0,"SWANSON DR, F","1900 SWANSON DR, F",keep,Virginia,Charlottesville
800.0,"ANDERSON ST, 5","800 ANDERSON ST, 5",keep,Virginia,Charlottesville
1800.0,"JEFFERSON PARK AVE, 15","1800 JEFFERSON PARK AVE, 15",keep,Virginia,Charlottesville
400.0,"LOCUST AVE, 405","400 LOCUST AVE, 405",keep,Virginia,Charlottesville
300.0,"13TH ST NW, 8","300 13TH ST NW, 8",keep,Virginia,Charlottesville
600.0,"CONCORD AVE, 3","600 CONCORD AVE, 3",keep,Virginia,Charlottesville
400.0,"SEYMOUR RD, Apt 8","400 SEYMOUR RD, Apt 8",keep,Virginia,Charlottesville
,VALLEY RD,VALLEY RD,drop,Virginia,Charlottesville
200.0,"CREAM ST, 402","200 CREAM ST, 402",keep,Virginia,Charlottesville
,MELBOURNE RD,MELBOURNE RD,drop,Virginia,Charlottesville
1800.0,"JEFFERSON PARK AVE, 607","1800 JEFFERSON PARK AVE, 607",keep,Virginia,Charlottesville
300.0,6TH ST,300 6TH ST,keep,Virginia,Charlottesville
,MCINTIRE RD/PRESTON AV,MCINTIRE RD/PRESTON AV,drop,Virginia,Charlottesville
,5TH ST NE,5TH ST NE,drop,Virginia,Charlottesville
200.0,"CREAM ST, 401","200 CREAM ST, 401",keep,Virginia,Charlottesville
100.0,MADISON LA,100 MADISON LA,keep,Virginia,Charlottesville
,"GARRETT ST, Canopy","GARRETT ST, Canopy",drop,Virginia,Charlottesville
200.0,YELLOWSTONE DR,200 YELLOWSTONE DR,keep,Virginia,Charlottesville
1400.0,"GENTRY LN, A","1400 GENTRY LN, A",keep,Virginia,Charlottesville
,7 1/2 ST SW / CHERRY AVE,7 1/2 ST SW / CHERRY AVE,drop,Virginia,Charlottesville
400.0,"4TH ST NW, 218","400 4TH ST NW, 218",keep,Virginia,Charlottesville
,"N 423 1ST ST N ST N, 2B","N 423 1ST ST N ST N, 2B",drop,Virginia,Charlottesville
1600.0,GORDON AVENUE AVE,1600 GORDON AVENUE AVE,keep,Virginia,Charlottesville
1100.0,"E WATER ST, 345","1100 E WATER ST, 345",keep,Virginia,Charlottesville
,CLEVELAND  / JEFFERSON PARK,CLEVELAND  / JEFFERSON PARK,drop,Virginia,Charlottesville
2400.0,"FONTAINE AVE, APT A","2400 FONTAINE AVE, APT A",keep,Virginia,Charlottesville
200.0,"MONTICELLO AVE, 209","200 MONTICELLO AVE, 209",keep,Virginia,Charlottesville
1200.0,"WERTLAND ST, A24","1200 WERTLAND ST, A24",keep,Virginia,Charlottesville
,UNIVERSITY AVE / W MAIN ST,UNIVERSITY AVE / W MAIN ST,drop,Virginia,Charlottesville
,"BERRING ST, House","BERRING ST, House",drop,Virginia,Charlottesville
1000.0,"W MAIN ST, 521","1000 W MAIN ST, 521",keep,Virginia,Charlottesville
1000.0,"W MAIN ST, Apt 521","1000 W MAIN ST, Apt 521",keep,Virginia,Charlottesville
100.0,"CARROLLTON TER, 3","100 CARROLLTON TER, 3",keep,Virginia,Charlottesville
300.0,"14TH ST NW, 22","300 14TH ST NW, 22",keep,Virginia,Charlottesville
600.0,"RUGBY RD, G02","600 RUGBY RD, G02",keep,Virginia,Charlottesville
1700.0,GRADY AVE,1700 GRADY AVE,keep,Virginia,Charlottesville
1500.0,"AMHERST ST, A","1500 AMHERST ST, A",keep,Virginia,Charlottesville
1200.0,"WERTLAND ST, Apt 08","1200 WERTLAND ST, Apt 08",keep,Virginia,Charlottesville
700.0,ROCK CREEK RD,700 ROCK CREEK RD,keep,Virginia,Charlottesville
100.0,"MIDDLESEX DR, A","100 MIDDLESEX DR, A",keep,Virginia,Charlottesville
1100.0,"WERTLAND ST, 302","1100 WERTLAND ST, 302",keep,Virginia,Charlottesville
300.0,"MONTEBELLO CIR, 8","300 MONTEBELLO CIR, 8",keep,Virginia,Charlottesville
,4TH ST,4TH ST,drop,Virginia,Charlottesville
600.0,"ROCK CREEK RD, D","600 ROCK CREEK RD, D",keep,Virginia,Charlottesville
1700.0,MONTICELLO AVE,1700 MONTICELLO AVE,keep,Virginia,Charlottesville
400.0,"11TH ST NE, C16","400 11TH ST NE, C16",keep,Virginia,Charlottesville
400.0,"10TH ST NW, B","400 10TH ST NW, B",keep,Virginia,Charlottesville
100.0,"MELBOURNE PARK CIR, C","100 MELBOURNE PARK CIR, C",keep,Virginia,Charlottesville
200.0,BYPASS EXPW,200 BYPASS EXPW,keep,Virginia,Charlottesville
1300.0,"E MARKET ST, P","1300 E MARKET ST, P",keep,Virginia,Charlottesville
700.0,"PROSPECT AVE, Apt E","700 PROSPECT AVE, Apt E",keep,Virginia,Charlottesville
1800.0,BROADWAY ST,1800 BROADWAY ST,keep,Virginia,Charlottesville
1000.0,"WERTLAND ST, 105","1000 WERTLAND ST, 105",keep,Virginia,Charlottesville
,"CITY WALK WAY, 349","CITY WALK WAY, 349",drop,Virginia,Charlottesville
1500.0,RUGBY RD,1500 RUGBY RD,keep,Virginia,Charlottesville
1100.0,"WERTLAND ST, 301","1100 WERTLAND ST, 301",keep,Virginia,Charlottesville
300.0,"4TH ST SE, 24","300 4TH ST SE, 24",keep,Virginia,Charlottesville
100.0,"WITTON CT, 106","100 WITTON CT, 106",keep,Virginia,Charlottesville
,8TH ST NW / W MAIN ST,8TH ST NW / W MAIN ST,drop,Virginia,Charlottesville
,MOSELEY DR / CAMELLIA DR,MOSELEY DR / CAMELLIA DR,drop,Virginia,Charlottesville
,"GRADY AVE, 1409","GRADY AVE, 1409",drop,Virginia,Charlottesville
100.0,"13TH ST NW, Apt B1","100 13TH ST NW, Apt B1",keep,Virginia,Charlottesville
100.0,"CARROLLTON TER, Apt 6","100 CARROLLTON TER, Apt 6",keep,Virginia,Charlottesville
400.0,"4TH ST NW, 201","400 4TH ST NW, 201",keep,Virginia,Charlottesville
,W MAIN ST / 2ND ST NW,W MAIN ST / 2ND ST NW,drop,Virginia,Charlottesville
1600.0,"6TH ST SE, 36","1600 6TH ST SE, 36",keep,Virginia,Charlottesville
300.0,"2ND ST SE, 106","300 2ND ST SE, 106",keep,Virginia,Charlottesville
,"PROSPECT AVE, E","PROSPECT AVE, E",drop,Virginia,Charlottesville
1100.0,"FOREST ST, 9","1100 FOREST ST, 9",keep,Virginia,Charlottesville
100.0,"CARROLLTON TER, Apt 3","100 CARROLLTON TER, Apt 3",keep,Virginia,Charlottesville
1500.0,"CARLTON AVE, 43","1500 CARLTON AVE, 43",keep,Virginia,Charlottesville
500.0,"E WATER ST, 201","500 E WATER ST, 201",keep,Virginia,Charlottesville
,SEMINOLE CT,SEMINOLE CT,drop,Virginia,Charlottesville
2200.0,"NORTH BERKSHIRE RD, 16","2200 NORTH BERKSHIRE RD, 16",keep,Virginia,Charlottesville
1100.0,ROSSER AVE E,1100 ROSSER AVE E,keep,Virginia,Charlottesville
1300.0,"RIVER RD, A","1300 RIVER RD, A",keep,Virginia,Charlottesville
300.0,"14TH ST NW, 15","300 14TH ST NW, 15",keep,Virginia,Charlottesville
100.0,"HURST LN, 209","100 HURST LN, 209",keep,Virginia,Charlottesville
100.0,"MONTE VISTA AVE, C","100 MONTE VISTA AVE, C",keep,Virginia,Charlottesville
200.0,"STRIBLING AVE, 3","200 STRIBLING AVE, 3",keep,Virginia,Charlottesville
100.0,"GOODMAN, A","100 GOODMAN, A",keep,Virginia,Charlottesville
500.0,"16TH ST NW, 8","500 16TH ST NW, 8",keep,Virginia,Charlottesville
500.0,"W MAIN ST, C","500 W MAIN ST, C",keep,Virginia,Charlottesville
400.0,"13TH ST NW, 1F","400 13TH ST NW, 1F",keep,Virginia,Charlottesville
,AVON ST. / GARRETT ST. LOT,AVON ST. / GARRETT ST. LOT,drop,Virginia,Charlottesville
300.0,"15TH ST NW, 5017","300 15TH ST NW, 5017",keep,Virginia,Charlottesville
3100.0,FRANCIS FIFE WAY,3100 FRANCIS FIFE WAY,keep,Virginia,Charlottesville
,W 250 W @ MCINTIRE,W 250 W @ MCINTIRE,drop,Virginia,Charlottesville
3800.0,-78.4819590050000000,3800 -78.4819590050000000,keep,Virginia,Charlottesville
800.0,"W MAIN ST, 703","800 W MAIN ST, 703",keep,Virginia,Charlottesville
,"BRANDYWINE CT, 134","BRANDYWINE CT, 134",drop,Virginia,Charlottesville
,E US-250 @ MCINTIRE RD,E US-250 @ MCINTIRE RD,drop,Virginia,Charlottesville
1300.0,"WERTLAND ST, A","1300 WERTLAND ST, A",keep,Virginia,Charlottesville
,FOREST HILLS AVE / PROSPECT AVE,FOREST HILLS AVE / PROSPECT AVE,drop,Virginia,Charlottesville
700.0,"MADISON AVE, 741","700 MADISON AVE, 741",keep,Virginia,Charlottesville
1100.0,"PRESTON AVE, 7C","1100 PRESTON AVE, 7C",keep,Virginia,Charlottesville
,PARK ST / PARKWAY ST,PARK ST / PARKWAY ST,drop,Virginia,Charlottesville
1000.0,"FOREST HILLS AVE, B","1000 FOREST HILLS AVE, B",keep,Virginia,Charlottesville
,NASSAU ST,NASSAU ST,drop,Virginia,Charlottesville
200.0,"MONTICELLO AVE, 408","200 MONTICELLO AVE, 408",keep,Virginia,Charlottesville
200.0,"14TH ST NW, 200","200 14TH ST NW, 200",keep,Virginia,Charlottesville
500.0,"RIDGE ST, 203","500 RIDGE ST, 203",keep,Virginia,Charlottesville
300.0,"15TH ST NW, 3020","300 15TH ST NW, 3020",keep,Virginia,Charlottesville
200.0,WATER ST,200 WATER ST,keep,Virginia,Charlottesville
1600.0,"MERIDIAN ST, B4","1600 MERIDIAN ST, B4",keep,Virginia,Charlottesville
,5TH ST SW @ CLEVELAND AVE,5TH ST SW @ CLEVELAND AVE,drop,Virginia,Charlottesville
1500.0,"GRADY AVE, 20","1500 GRADY AVE, 20",keep,Virginia,Charlottesville
1400.0,"MONTICELLO RD, 33","1400 MONTICELLO RD, 33",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 88","2100 MICHIE DR, 88",keep,Virginia,Charlottesville
1300.0,JEFFERSON PARK AVE,1300 JEFFERSON PARK AVE,keep,Virginia,Charlottesville
200.0,"5TH ST SW, G","200 5TH ST SW, G",keep,Virginia,Charlottesville
200.0,MONTICELLO,200 MONTICELLO,keep,Virginia,Charlottesville
,MADISON,MADISON,drop,Virginia,Charlottesville
,1ST ST N / E MAIN ST,1ST ST N / E MAIN ST,drop,Virginia,Charlottesville
1600.0,16TH ST,1600 16TH ST,keep,Virginia,Charlottesville
,"14TH ST NW, 23","14TH ST NW, 23",drop,Virginia,Charlottesville
,10TH ST NW / RUN ST,10TH ST NW / RUN ST,drop,Virginia,Charlottesville
2300.0,"ANGUS RD, B","2300 ANGUS RD, B",keep,Virginia,Charlottesville
1700.0,"CHESAPEAKE ST, A","1700 CHESAPEAKE ST, A",keep,Virginia,Charlottesville
1500.0,AVON STREET EXT,1500 AVON STREET EXT,keep,Virginia,Charlottesville
1800.0,DAIRY RD,1800 DAIRY RD,keep,Virginia,Charlottesville
1800.0,"JEFFERSON PARK AVE, 1","1800 JEFFERSON PARK AVE, 1",keep,Virginia,Charlottesville
2000.0,"IVY RD, A-09","2000 IVY RD, A-09",keep,Virginia,Charlottesville
100.0,"2ND ST SW, 1","100 2ND ST SW, 1",keep,Virginia,Charlottesville
1500.0,5TH ST,1500 5TH ST,keep,Virginia,Charlottesville
2200.0,ROSE HILL DR,2200 ROSE HILL DR,keep,Virginia,Charlottesville
1100.0,"RIVER RD, 5","1100 RIVER RD, 5",keep,Virginia,Charlottesville
1000.0,"LINDEN AVE, K","1000 LINDEN AVE, K",keep,Virginia,Charlottesville
100.0,"KENT TER, C","100 KENT TER, C",keep,Virginia,Charlottesville
100.0,MIDDLESEX DR,100 MIDDLESEX DR,keep,Virginia,Charlottesville
1200.0,"SMITH ST, M","1200 SMITH ST, M",keep,Virginia,Charlottesville
200.0,"MONTE VISTA AVE, A","200 MONTE VISTA AVE, A",keep,Virginia,Charlottesville
2100.0,HILL ST,2100 HILL ST,keep,Virginia,Charlottesville
1900.0,GREENBRIER DR,1900 GREENBRIER DR,keep,Virginia,Charlottesville
,"CARLTON AVENUE, Apt 302","CARLTON AVENUE, Apt 302",drop,Virginia,Charlottesville
1200.0,"CARLTON AVE, 200","1200 CARLTON AVE, 200",keep,Virginia,Charlottesville
,NE 3RD STREET ST NE,NE 3RD STREET ST NE,drop,Virginia,Charlottesville
,PRESTON AVE @ 8TH ST,PRESTON AVE @ 8TH ST,drop,Virginia,Charlottesville
,WERTLAND ST./13TH ST. S,WERTLAND ST./13TH ST. S,drop,Virginia,Charlottesville
100.0,"E MAIN ST, 1","100 E MAIN ST, 1",keep,Virginia,Charlottesville
1100.0,"E JEFFERSON ST, 1","1100 E JEFFERSON ST, 1",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 57","2100 MICHIE DR, 57",keep,Virginia,Charlottesville
1600.0,"JEFFERSON PARK AVE, 102","1600 JEFFERSON PARK AVE, 102",keep,Virginia,Charlottesville
600.0,"CABELL AVE, B","600 CABELL AVE, B",keep,Virginia,Charlottesville
600.0,"CABELL AVE, H","600 CABELL AVE, H",keep,Virginia,Charlottesville
100.0,SOMESSO COURT CT,100 SOMESSO COURT CT,keep,Virginia,Charlottesville
,GARRETT ST / 6TH ST SE,GARRETT ST / 6TH ST SE,drop,Virginia,Charlottesville
2300.0,"NORTH BERKSHIRE RD, B","2300 NORTH BERKSHIRE RD, B",keep,Virginia,Charlottesville
,RUGBY RD / OXFORD RD,RUGBY RD / OXFORD RD,drop,Virginia,Charlottesville
1900.0,"ARLINGTON BLVD, Suite 106","1900 ARLINGTON BLVD, Suite 106",keep,Virginia,Charlottesville
,RIDGE ST @ 5TH ST,RIDGE ST @ 5TH ST,drop,Virginia,Charlottesville
,WASHINGTON AVE / STADIUM RD,WASHINGTON AVE / STADIUM RD,drop,Virginia,Charlottesville
200.0,"W MAIN ST, 601","200 W MAIN ST, 601",keep,Virginia,Charlottesville
2000.0,"INDIA RD, 402","2000 INDIA RD, 402",keep,Virginia,Charlottesville
,POPLAR ST / ORANGE ST,POPLAR ST / ORANGE ST,drop,Virginia,Charlottesville
,EMMET ST N / WISE ST,EMMET ST N / WISE ST,drop,Virginia,Charlottesville
600.0,"E MARKET ST, 204","600 E MARKET ST, 204",keep,Virginia,Charlottesville
2400.0,"ARLINGTON BLVD, 64","2400 ARLINGTON BLVD, 64",keep,Virginia,Charlottesville
4000.0,"CITY WALK WAY, Mailroom","4000 CITY WALK WAY, Mailroom",keep,Virginia,Charlottesville
2100.0,"JEFFERSON PARK AVE, 5","2100 JEFFERSON PARK AVE, 5",keep,Virginia,Charlottesville
1000.0,"CITY WALK WAY, 202","1000 CITY WALK WAY, 202",keep,Virginia,Charlottesville
4000.0,"CITY WALK WAY, 37","4000 CITY WALK WAY, 37",keep,Virginia,Charlottesville
,"W MAIN STREET, 118","W MAIN STREET, 118",drop,Virginia,Charlottesville
2100.0,"MICHIE DR, 75A","2100 MICHIE DR, 75A",keep,Virginia,Charlottesville
,14TH ST NW / JOHN ST,14TH ST NW / JOHN ST,drop,Virginia,Charlottesville
4000.0,"CITY WALK WAY, 429","4000 CITY WALK WAY, 429",keep,Virginia,Charlottesville
1100.0,"WERTLAND ST, 104","1100 WERTLAND ST, 104",keep,Virginia,Charlottesville
1600.0,AVON ST,1600 AVON ST,keep,Virginia,Charlottesville
300.0,"CARLTON RD, 100","300 CARLTON RD, 100",keep,Virginia,Charlottesville
400.0,"W MAIN ST, 312","400 W MAIN ST, 312",keep,Virginia,Charlottesville
1400.0,"MONTICELLO RD, 208","1400 MONTICELLO RD, 208",keep,Virginia,Charlottesville
2000.0,"HOLIDAY DR, 367","2000 HOLIDAY DR, 367",keep,Virginia,Charlottesville
,RIVES ST / MONTICELLO RD,RIVES ST / MONTICELLO RD,drop,Virginia,Charlottesville
,BARRACKS RD @ S EMMET ST,BARRACKS RD @ S EMMET ST,drop,Virginia,Charlottesville
,"MORTON DR, 103-TL","MORTON DR, 103-TL",drop,Virginia,Charlottesville
,"6TH ST, B","6TH ST, B",drop,Virginia,Charlottesville
1100.0,"WERTLAND ST, 101","1100 WERTLAND ST, 101",keep,Virginia,Charlottesville
400.0,"4TH ST NW, 110","400 4TH ST NW, 110",keep,Virginia,Charlottesville
200.0,"15TH ST NW, 401","200 15TH ST NW, 401",keep,Virginia,Charlottesville
800.0,"W MAIN ST, 311","800 W MAIN ST, 311",keep,Virginia,Charlottesville
300.0,10TH STREET NW ST,300 10TH STREET NW ST,keep,Virginia,Charlottesville
1500.0,"CARLTON AVE, 33","1500 CARLTON AVE, 33",keep,Virginia,Charlottesville
1300.0,"WERTLAND ST, A4","1300 WERTLAND ST, A4",keep,Virginia,Charlottesville
500.0,MAPLE,500 MAPLE,keep,Virginia,Charlottesville
1600.0,"GORDON AVE, 110","1600 GORDON AVE, 110",keep,Virginia,Charlottesville
,QUARRY RD / MONTICELLO AVE,QUARRY RD / MONTICELLO AVE,drop,Virginia,Charlottesville
100.0,OLD FIFTH CIRCLE CIR,100 OLD FIFTH CIRCLE CIR,keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 129","2100 MICHIE DR, 129",keep,Virginia,Charlottesville
1000.0,"W MAIN ST, 626","1000 W MAIN ST, 626",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 92","2100 MICHIE DR, 92",keep,Virginia,Charlottesville
1500.0,"CARLTON AVE, 37","1500 CARLTON AVE, 37",keep,Virginia,Charlottesville
1000.0,WEST MAIN STREET ST,1000 WEST MAIN STREET ST,keep,Virginia,Charlottesville
100.0,"MANILA ST, A","100 MANILA ST, A",keep,Virginia,Charlottesville
1900.0,"JEFFERSON PARK AVE, 22","1900 JEFFERSON PARK AVE, 22",keep,Virginia,Charlottesville
,PARKWAY ST,PARKWAY ST,drop,Virginia,Charlottesville
1400.0,"MONTICELLO RD, 206","1400 MONTICELLO RD, 206",keep,Virginia,Charlottesville
100.0,10 1/2 ST NW / ROSSER AVE E,100 10 1/2 ST NW / ROSSER AVE E,keep,Virginia,Charlottesville
,PEARTREE LN / LOCUST AVE,PEARTREE LN / LOCUST AVE,drop,Virginia,Charlottesville
500.0,"BAINBRIDGE ST, 103","500 BAINBRIDGE ST, 103",keep,Virginia,Charlottesville
200.0,"CARLTON RD, 8","200 CARLTON RD, 8",keep,Virginia,Charlottesville
1700.0,"ALLIED LN, B","1700 ALLIED LN, B",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 94A","2100 MICHIE DR, 94A",keep,Virginia,Charlottesville
1400.0,"MONTICELLO RD, 221","1400 MONTICELLO RD, 221",keep,Virginia,Charlottesville
1100.0,"GORDON AVE, A","1100 GORDON AVE, A",keep,Virginia,Charlottesville
1000.0,ASHBY PL,1000 ASHBY PL,keep,Virginia,Charlottesville
1000.0,"WERTLAND ST, 111","1000 WERTLAND ST, 111",keep,Virginia,Charlottesville
1200.0,"CEDARS CT, 120A","1200 CEDARS CT, 120A",keep,Virginia,Charlottesville
2000.0,"IVY RD, B-03","2000 IVY RD, B-03",keep,Virginia,Charlottesville
,3RD ST NE / E MAIN ST,3RD ST NE / E MAIN ST,drop,Virginia,Charlottesville
1200.0,"WERTLAND ST, 10","1200 WERTLAND ST, 10",keep,Virginia,Charlottesville
100.0,8TH ST NW,100 8TH ST NW,keep,Virginia,Charlottesville
300.0,"15TH ST NW, 4038","300 15TH ST NW, 4038",keep,Virginia,Charlottesville
1000.0,"WERTLAND ST, 2","1000 WERTLAND ST, 2",keep,Virginia,Charlottesville
,CHERRY AVE,CHERRY AVE,drop,Virginia,Charlottesville
1600.0,"EMMET ST N, 152","1600 EMMET ST N, 152",keep,Virginia,Charlottesville
1100.0,"FOREST HILLS AVE, C","1100 FOREST HILLS AVE, C",keep,Virginia,Charlottesville
,BAINBRIDGE ST / MONTICELLO RD,BAINBRIDGE ST / MONTICELLO RD,drop,Virginia,Charlottesville
100.0,MOBILE LN,100 MOBILE LN,keep,Virginia,Charlottesville
300.0,PALATINE AVE,300 PALATINE AVE,keep,Virginia,Charlottesville
1900.0,"EMMET ST N, 430","1900 EMMET ST N, 430",keep,Virginia,Charlottesville
700.0,CYNTHIANNA AVE,700 CYNTHIANNA AVE,keep,Virginia,Charlottesville
800.0,"ROSE HILL DR, 7","800 ROSE HILL DR, 7",keep,Virginia,Charlottesville
1900.0,"EMMET ST N, 429","1900 EMMET ST N, 429",keep,Virginia,Charlottesville
500.0,"15TH ST NW, 1","500 15TH ST NW, 1",keep,Virginia,Charlottesville
700.0,"MADISON AVE, 2","700 MADISON AVE, 2",keep,Virginia,Charlottesville
,OLD FIFTH CIR / HARRIS RD,OLD FIFTH CIR / HARRIS RD,drop,Virginia,Charlottesville
,9TH ST SE @ AVON ST,9TH ST SE @ AVON ST,drop,Virginia,Charlottesville
1000.0,POPLAR ST,1000 POPLAR ST,keep,Virginia,Charlottesville
,AVON ST / BELMONT COTTAGE LN,AVON ST / BELMONT COTTAGE LN,drop,Virginia,Charlottesville
1300.0,"WERTLAND ST, 101","1300 WERTLAND ST, 101",keep,Virginia,Charlottesville
2100.0,"MICHIE DR, 21B","2100 MICHIE DR, 21B",keep,Virginia,Charlottesville
100.0,"HARMON ST, C","100 HARMON ST, C",keep,Virginia,Charlottesville
400.0,"MOSELEY DR, B","400 MOSELEY DR, B",keep,Virginia,Charlottesville
800.0,CALHOUN ST,800 CALHOUN ST,keep,Virginia,Charlottesville
100.0,"STADIUM RD, 1","100 STADIUM RD, 1",keep,Virginia,Charlottesville
600.0,ST CHARLES AVE,600 ST CHARLES AVE,keep,Virginia,Charlottesville
,PROSPECT AVE / BAILEY RD,PROSPECT AVE / BAILEY RD,drop,Virginia,Charlottesville
1900.0,"STADIUM RD, B","1900 STADIUM RD, B",keep,Virginia,Charlottesville
